name,type,img_url,relaxed,happy,euphoric,uplifted,sleepy,creative,energetic,focused,hungry,terpene_profile
Pacific Frost,Hybrid,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z,0.0,50.0,50.0,50.0,0.0,75.0,0.0,75.0,0.0,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z
White Knight,Hybrid,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z,76.0,76.0,0.0,76.0,0.0,0.0,0.0,53.0,53.0,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z
B-Witched,Hybrid,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z,60.0,30.0,50.0,50.0,0.0,0.0,0.0,0.0,40.0,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z
Madzilla,Indica,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z,100.0,100.0,100.0,50.0,0.0,0.0,0.0,0.0,0.0,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z
Beach Wedding,Hybrid,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z,16.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z
Gutbuster,Indica,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z,54.0,0.0,45.0,0.0,0.0,27.0,0.0,0.0,0.0,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z
Bandana,Hybrid,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z,57.0,71.0,85.0,0.0,0.0,42.0,0.0,0.0,0.0,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z
Super  Chronic,Indica,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z,100.0,66.0,66.0,33.0,66.0,0.0,0.0,0.0,0.0,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z
Desert Diesel,Hybrid,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z,33.0,66.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z
Ethos Hash Plant Bx1,Hybrid,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z,66.0,100.0,66.0,66.0,0.0,0.0,0.0,0.0,0.0,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z
Bootlegger,Hybrid,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z,71.0,71.0,57.0,71.0,0.0,42.0,0.0,0.0,0.0,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z
Caramel Cake,Hybrid,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z,100.0,100.0,50.0,50.0,100.0,0.0,0.0,0.0,0.0,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z
AK-OG Kush,Hybrid,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z
Bediol,Sativa,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z,91.0,0.0,0.0,66.0,0.0,58.0,50.0,0.0,0.0,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z
Chloe,Hybrid,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z,53.0,73.0,66.0,53.0,0.0,0.0,53.0,0.0,0.0,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z
Kid N' Kookies,Hybrid,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z,85.0,85.0,71.0,0.0,0.0,0.0,0.0,0.0,71.0,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z
Big Bull,Indica,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z,66.0,0.0,0.0,33.0,0.0,0.0,0.0,100.0,0.0,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z
Sun Ra,Sativa,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z,0.0,57.0,0.0,57.0,0.0,42.0,42.0,42.0,0.0,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z
Doobiebird Daydream,Hybrid,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z,66.0,66.0,0.0,50.0,0.0,0.0,0.0,0.0,50.0,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z
Tesla,Hybrid,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z,85.0,71.0,0.0,100.0,0.0,0.0,0.0,57.0,42.0,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z
Afghanica,Hybrid,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z,69.0,61.0,76.0,53.0,53.0,0.0,0.0,0.0,0.0,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z
Alchemy,Hybrid,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z,70.0,60.0,40.0,0.0,0.0,0.0,0.0,0.0,40.0,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z
Lavender Haze,Sativa,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z,0.0,63.0,63.0,59.0,0.0,45.0,45.0,0.0,0.0,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z
Grilled Cheese,Hybrid,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z,50.0,0.0,50.0,25.0,25.0,0.0,0.0,0.0,25.0,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z
High Noon Irish Cream,Hybrid,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z,100.0,100.0,100.0,50.0,100.0,0.0,0.0,0.0,0.0,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z
Lemonder,Hybrid,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z,73.0,68.0,68.0,52.0,0.0,0.0,0.0,0.0,0.0,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z
Cookie Dos,Hybrid,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z,33.0,66.0,0.0,33.0,0.0,0.0,0.0,33.0,0.0,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z
White Elephant,Hybrid,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z,92.0,73.0,46.0,42.0,38.0,0.0,0.0,0.0,0.0,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z
Rebel Berry OG,Hybrid,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z,55.0,55.0,55.0,66.0,0.0,44.0,0.0,0.0,0.0,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z
Club 69,Indica,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,33.0,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z
White Zombie,Hybrid,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z,46.0,48.0,57.0,32.0,0.0,44.0,0.0,0.0,0.0,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z
Black Cheese,Indica,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z,50.0,0.0,50.0,0.0,50.0,0.0,0.0,0.0,0.0,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z
Melonberry,Hybrid,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z,0.0,0.0,0.0,50.0,0.0,50.0,0.0,0.0,0.0,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z
Bert's Cookie Dough,Hybrid,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z,0.0,100.0,0.0,100.0,0.0,0.0,100.0,0.0,100.0,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z
Johnny’s Tonic,Sativa,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z,81.0,81.0,54.0,63.0,0.0,0.0,0.0,54.0,0.0,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z
Colorado Clementines,Indica,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z,100.0,72.0,72.0,0.0,63.0,0.0,0.0,0.0,63.0,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z
Fruity Widow,Hybrid,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z,80.0,0.0,0.0,40.0,40.0,0.0,0.0,0.0,40.0,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z
Blue Wreck,Hybrid,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z,53.0,67.0,64.0,42.0,0.0,0.0,0.0,0.0,39.0,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z
Jet Fuel Gelato,Hybrid,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z,0.0,12.0,12.0,12.0,0.0,0.0,0.0,12.0,0.0,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z
Hollyweed,Hybrid,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z,25.0,62.0,37.0,37.0,0.0,50.0,0.0,0.0,0.0,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z
Fallen Angel,Indica,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z,100.0,75.0,0.0,75.0,0.0,0.0,0.0,0.0,75.0,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z
Deep Cheese,Hybrid,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z,87.0,50.0,0.0,50.0,0.0,0.0,0.0,50.0,37.0,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z
Middlefork x Pineapple Express,Sativa,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z,0.0,83.0,83.0,0.0,0.0,0.0,50.0,0.0,0.0,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z
Negra 44,Indica,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z,80.0,60.0,60.0,0.0,0.0,80.0,80.0,0.0,0.0,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z
Tidal Wave,Hybrid,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z,0.0,0.0,50.0,75.0,0.0,50.0,75.0,50.0,0.0,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z
Jasmine,Hybrid,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z,77.0,55.0,77.0,0.0,66.0,0.0,0.0,0.0,44.0,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z
Night Train,Indica,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z,66.0,0.0,50.0,16.0,50.0,0.0,0.0,0.0,0.0,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z
Bubba Kush 2.0,Hybrid,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z,100.0,100.0,50.0,50.0,0.0,0.0,0.0,0.0,50.0,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z
Silver L.A.,Hybrid,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z,100.0,100.0,100.0,100.0,0.0,100.0,0.0,0.0,0.0,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z
CannaSutra,Indica,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z,62.0,37.0,50.0,37.0,0.0,0.0,0.0,0.0,37.0,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z
Carpet Tape,Hybrid,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z,66.0,0.0,33.0,0.0,33.0,0.0,0.0,0.0,50.0,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z
Moloka’i Purpz,Indica,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z,100.0,0.0,100.0,50.0,0.0,100.0,0.0,0.0,0.0,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z
Double Lemon Pie,Hybrid,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z,50.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z
Cello Sweet OG,Hybrid,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z,100.0,50.0,0.0,50.0,100.0,0.0,0.0,0.0,0.0,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z
Dr. Feelgood,Hybrid,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z,80.0,80.0,80.0,20.0,0.0,0.0,0.0,0.0,0.0,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z
Green Mango,Indica,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z,40.0,80.0,100.0,60.0,0.0,0.0,0.0,0.0,0.0,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z
Yellow Zushi,Hybrid,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z,50.0,0.0,0.0,0.0,50.0,0.0,0.0,50.0,50.0,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z
Headspace,Hybrid,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z,20.0,0.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z
Purple Bush,Indica,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z,100.0,0.0,44.0,22.0,44.0,33.0,0.0,0.0,0.0,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z
Alien Apparition,Hybrid,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z,33.0,0.0,66.0,33.0,0.0,0.0,0.0,0.0,66.0,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z
Rotten Rozay,Hybrid,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z,100.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,100.0,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z
Purple Maui,Hybrid,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z,50.0,83.0,0.0,58.0,0.0,0.0,41.0,0.0,33.0,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z
Purple Pinecone,Indica,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z,85.0,57.0,71.0,0.0,0.0,0.0,0.0,42.0,0.0,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z
Red Dwarf,Indica,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z,50.0,50.0,50.0,0.0,54.0,0.0,0.0,0.0,27.0,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z
Alien Reunion,Hybrid,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z,83.0,66.0,83.0,66.0,0.0,0.0,66.0,0.0,0.0,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z
Sinai,Sativa,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z,66.0,0.0,100.0,66.0,0.0,0.0,0.0,0.0,66.0,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z
Brainstorm Haze,Sativa,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z,0.0,61.0,61.0,52.0,0.0,55.0,0.0,44.0,0.0,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z
Mambo MG,Hybrid,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z,0.0,66.0,66.0,33.0,0.0,0.0,66.0,0.0,0.0,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z
Mother Tongue,Sativa,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z,0.0,66.0,66.0,42.0,0.0,0.0,42.0,42.0,0.0,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z
Cashus Clay,Hybrid,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z,75.0,100.0,75.0,100.0,0.0,0.0,0.0,75.0,0.0,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z
Critical Skunk,Hybrid,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z,88.0,77.0,0.0,0.0,0.0,55.0,0.0,44.0,0.0,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z
